,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,start,end,event,two_year_recid
2359,Male,34,25 - 45,African-American,0,10,2,0,9,80.0,M,1,1,Risk of Recidivism,High,Risk of Violence,9,0,33,1,Yes
2360,Male,48,Greater than 45,African-American,0,6,0,0,4,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,494,0,No
2361,Male,34,25 - 45,African-American,1,10,0,0,21,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,10,5,104,1,Yes
2362,Male,28,25 - 45,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1083,0,No
2363,Male,32,25 - 45,Caucasian,0,3,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,605,0,No
2364,Female,31,25 - 45,Caucasian,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,752,0,No
2365,Female,32,25 - 45,Caucasian,0,2,0,1,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,806,0,No
2366,Male,48,Greater than 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,748,0,No
2367,Male,25,25 - 45,African-American,1,9,2,0,9,20.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,43,1,Yes
2368,Male,35,25 - 45,African-American,0,2,0,0,1,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,837,0,No
2369,Male,22,Less than 25,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,737,0,No
2370,Male,28,25 - 45,African-American,0,5,0,0,4,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,558,0,No
2371,Male,26,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1058,0,No
2372,Male,34,25 - 45,Caucasian,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1086,0,No
2373,Male,22,Less than 25,African-American,0,9,0,0,3,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,9,33,726,0,No
2374,Male,44,25 - 45,Caucasian,0,2,0,0,5,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,7,760,0,No
2375,Male,57,Greater than 45,Caucasian,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,16,858,0,No
2376,Male,34,25 - 45,African-American,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,1120,0,No
2377,Male,20,Less than 25,Caucasian,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,7,0,959,0,No
2378,Male,35,25 - 45,Caucasian,0,9,0,0,2,50.0,F,0,0,Risk of Recidivism,High,Risk of Violence,5,0,71,0,No
2379,Male,60,Greater than 45,African-American,0,3,0,0,13,13.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1037,0,No
2380,Female,22,Less than 25,African-American,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,770,0,No
2381,Male,43,25 - 45,Hispanic,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1117,0,No
2382,Male,72,Greater than 45,Caucasian,0,4,0,0,7,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,921,0,No
2383,Male,60,Greater than 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,217,880,0,No
2384,Male,43,25 - 45,Other,0,2,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1186,0,No
2385,Male,30,25 - 45,African-American,0,4,0,0,1,5.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,1017,0,No
2386,Female,43,25 - 45,Caucasian,0,6,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,1,29,880,0,No
2387,Male,48,Greater than 45,Hispanic,0,1,0,0,1,9.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1131,0,No
2388,Male,54,Greater than 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1145,0,No
2389,Male,45,Greater than 45,African-American,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,950,0,No
2390,Male,36,25 - 45,Other,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,3,1109,0,No
2391,Male,31,25 - 45,Caucasian,0,1,0,0,1,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,1,0,922,1,No
2392,Male,40,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1072,0,No
2393,Male,50,Greater than 45,Caucasian,0,1,0,0,1,4.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,823,0,No
2394,Female,26,25 - 45,Other,0,6,0,0,1,1349.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,870,0,No
2395,Male,41,25 - 45,African-American,0,4,0,0,7,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,940,0,No
2396,Female,28,25 - 45,Caucasian,0,6,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,1,88,0,No
2397,Male,30,25 - 45,African-American,0,1,0,0,1,48.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,807,0,No
2398,Male,35,25 - 45,Hispanic,0,2,0,0,5,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1178,0,No
2399,Male,45,Greater than 45,African-American,0,9,0,0,1,70.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,0,779,0,No
2400,Female,30,25 - 45,African-American,0,2,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,879,0,No
2401,Male,45,Greater than 45,Caucasian,0,3,0,0,3,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,2,92,186,1,Yes
2402,Female,24,Less than 25,African-American,0,4,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,536,0,No
2403,Male,56,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,863,0,No
2404,Male,24,Less than 25,African-American,0,10,4,0,14,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,179,408,1,Yes
2405,Male,38,25 - 45,African-American,0,6,0,0,11,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,17,972,0,No
2406,Male,22,Less than 25,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,1086,0,No
2407,Male,28,25 - 45,African-American,0,8,0,0,5,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,6,0,903,0,No
2408,Male,25,25 - 45,Caucasian,0,3,0,0,1,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,42,60,0,No
2409,Male,53,Greater than 45,Hispanic,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,68,0,No
2410,Male,30,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,885,0,No
2411,Male,33,25 - 45,Caucasian,0,6,0,0,0,0.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,3,0,329,1,Yes
2412,Male,35,25 - 45,African-American,0,4,0,0,5,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,3,224,481,1,Yes
2413,Female,33,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,826,0,No
2414,Male,65,Greater than 45,African-American,0,10,0,0,11,2231.0,F,0,0,Risk of Recidivism,High,Risk of Violence,4,0,1094,0,No
2415,Male,59,Greater than 45,Other,0,1,0,0,1,25.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,918,0,No
2416,Female,37,25 - 45,African-American,0,5,0,0,4,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,813,0,No
2417,Female,33,25 - 45,Caucasian,0,7,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,84,931,0,No
2418,Male,26,25 - 45,Native American,0,8,0,0,11,150.0,F,1,1,Risk of Recidivism,High,Risk of Violence,5,0,64,0,Yes
2419,Male,24,Less than 25,African-American,0,10,0,3,3,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,43,272,1,Yes
2420,Male,43,25 - 45,African-American,0,9,0,0,5,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,5,0,1094,0,No
2421,Male,37,25 - 45,African-American,0,7,0,0,11,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,3,0,110,0,Yes
2422,Male,53,Greater than 45,African-American,0,7,0,0,13,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,90,1093,0,No
2423,Male,43,25 - 45,African-American,0,1,0,0,4,39.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,1,0,1045,1,No
2424,Female,30,25 - 45,Caucasian,0,3,0,0,1,27.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,934,0,No
2425,Male,37,25 - 45,Caucasian,0,4,0,0,4,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,3,0,211,1,Yes
2426,Male,25,25 - 45,Caucasian,0,6,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,1,902,0,No
2427,Male,26,25 - 45,Hispanic,0,5,0,0,1,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,1,945,0,No
2428,Female,28,25 - 45,Caucasian,0,6,0,0,0,2.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,1159,0,No
2429,Male,58,Greater than 45,Caucasian,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,388,0,No
2430,Male,33,25 - 45,African-American,0,5,0,0,8,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,3,819,0,No
2431,Male,38,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,803,0,No
2432,Male,38,25 - 45,Caucasian,0,3,0,0,2,21.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,814,0,No
2433,Male,57,Greater than 45,African-American,0,5,0,0,9,90.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,759,0,No
2434,Male,33,25 - 45,African-American,0,8,0,0,2,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,0,241,0,Yes
2435,Male,58,Greater than 45,Caucasian,0,1,0,0,1,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,802,0,No
2436,Male,51,Greater than 45,Caucasian,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,930,0,No
2437,Male,53,Greater than 45,Caucasian,0,4,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,40,1085,0,No
2438,Male,35,25 - 45,African-American,0,8,0,0,6,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,10,24,1,Yes
2439,Male,39,25 - 45,Caucasian,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,914,0,No
2440,Male,36,25 - 45,Hispanic,0,9,0,0,1,14.0,M,0,0,Risk of Recidivism,High,Risk of Violence,4,0,1134,0,No
2441,Male,37,25 - 45,African-American,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1126,0,No
2442,Male,39,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,1054,0,No
2443,Female,52,Greater than 45,Caucasian,0,1,0,0,3,25.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,857,0,No
2444,Male,60,Greater than 45,Other,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,768,0,No
2445,Male,37,25 - 45,Hispanic,0,1,0,0,2,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,1,0,850,1,No
2446,Male,44,25 - 45,Hispanic,0,1,0,0,0,,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,286,0,Yes
2447,Male,23,Less than 25,African-American,0,6,0,0,6,0.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,7,1,62,1,Yes
2448,Female,28,25 - 45,Caucasian,0,3,0,0,2,36.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,899,0,No
2449,Male,28,25 - 45,African-American,0,4,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,968,0,No
2450,Male,38,25 - 45,Caucasian,0,5,0,0,12,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1064,0,No
2451,Male,42,25 - 45,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,895,0,No
2452,Female,25,25 - 45,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,806,0,No
2453,Male,32,25 - 45,African-American,0,9,0,0,7,0.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,37,154,1,Yes
2454,Female,35,25 - 45,Caucasian,0,5,0,0,1,30.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,905,0,No
2455,Male,37,25 - 45,Caucasian,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,126,1137,0,No
2456,Female,33,25 - 45,African-American,0,2,0,0,2,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,892,0,No
2457,Female,51,Greater than 45,Caucasian,0,3,0,0,4,11.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,52,0,No
2458,Male,39,25 - 45,Caucasian,0,4,0,0,3,1.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,2,2,928,1,No
2459,Male,35,25 - 45,Hispanic,0,6,0,0,5,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,6,1,306,1,Yes
2460,Male,40,25 - 45,African-American,0,7,0,0,3,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,8,12,1048,0,No
2461,Male,37,25 - 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,858,0,No
2462,Male,47,Greater than 45,Caucasian,0,3,0,0,5,0.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,2,0,76,1,Yes
2463,Female,23,Less than 25,Caucasian,0,7,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,1173,0,No
2464,Male,63,Greater than 45,Caucasian,0,4,0,0,10,0.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,2,70,0,Yes
2465,Male,38,25 - 45,African-American,0,9,1,0,16,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,10,241,744,1,Yes
2466,Male,31,25 - 45,African-American,0,8,0,0,4,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,3,23,47,1,Yes
2467,Male,23,Less than 25,African-American,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,1077,0,No
2468,Male,38,25 - 45,Hispanic,0,5,0,0,1,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,125,1039,0,No
2469,Female,47,Greater than 45,Caucasian,0,1,0,0,0,3.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,977,0,No
2470,Male,22,Less than 25,Caucasian,0,4,0,0,1,11.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,5,0,943,1,No
2471,Male,26,25 - 45,Caucasian,0,3,0,0,1,177.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,318,0,No
2472,Female,65,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1060,0,No
2473,Female,22,Less than 25,African-American,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,951,0,No
2474,Male,34,25 - 45,Hispanic,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1096,0,No
2475,Female,38,25 - 45,Hispanic,0,1,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,880,0,No
2476,Male,49,Greater than 45,Hispanic,0,1,0,0,0,3.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1068,0,No
2477,Male,56,Greater than 45,African-American,0,4,0,0,7,167.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,580,0,No
2478,Male,34,25 - 45,African-American,0,1,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,3,775,0,No
2479,Male,21,Less than 25,African-American,0,7,1,2,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,9,0,215,0,No
2480,Male,46,Greater than 45,African-American,0,4,0,0,9,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,4,890,0,No
2481,Male,22,Less than 25,African-American,0,6,0,0,2,105.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,6,0,250,1,Yes
2482,Male,57,Greater than 45,Caucasian,0,4,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,608,0,No
2483,Male,40,25 - 45,African-American,0,5,0,0,21,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,29,1044,0,No
2484,Female,30,25 - 45,African-American,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1112,0,No
2485,Male,21,Less than 25,Caucasian,0,7,1,0,4,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,6,32,204,1,Yes
2486,Female,39,25 - 45,African-American,0,10,2,0,22,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,3,3,21,1,Yes
2487,Male,24,Less than 25,African-American,0,3,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,1106,0,No
2488,Female,45,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,895,0,No
2489,Male,51,Greater than 45,African-American,0,3,0,0,3,18.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,935,0,No
2490,Male,27,25 - 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,1,1059,0,No
2491,Male,32,25 - 45,African-American,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,805,0,No
2492,Male,49,Greater than 45,Caucasian,0,1,0,0,0,3.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,949,0,No
2493,Male,29,25 - 45,African-American,0,3,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,26,956,0,No
2494,Male,30,25 - 45,Asian,0,3,0,0,6,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,2,0,866,1,No
2495,Male,55,Greater than 45,African-American,0,6,0,0,12,70.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,2,0,291,1,Yes
2496,Male,30,25 - 45,Caucasian,0,4,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,56,543,0,No
2497,Male,56,Greater than 45,Caucasian,0,1,0,0,2,39.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,980,0,No
2498,Male,33,25 - 45,African-American,0,6,0,0,4,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,53,0,No
2499,Male,28,25 - 45,African-American,0,2,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,956,0,No
2500,Male,29,25 - 45,African-American,0,8,0,0,1,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,8,40,1106,0,No
2501,Male,38,25 - 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,747,0,No
2502,Male,37,25 - 45,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,738,0,No
2503,Male,30,25 - 45,Hispanic,0,2,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1132,0,No
2504,Male,51,Greater than 45,African-American,1,9,0,1,19,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,4,12,344,0,No
2505,Male,65,Greater than 45,African-American,0,5,0,0,7,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,1,0,607,0,No
2506,Female,32,25 - 45,African-American,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,837,0,No
2507,Male,35,25 - 45,African-American,0,4,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1013,0,No
2508,Male,57,Greater than 45,Caucasian,0,1,0,0,1,26.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1024,0,No
2509,Male,26,25 - 45,Caucasian,0,3,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1163,0,No
2510,Female,23,Less than 25,Hispanic,0,8,3,1,7,199.0,M,1,1,Risk of Recidivism,High,Risk of Violence,5,0,230,1,Yes
2511,Female,36,25 - 45,African-American,2,6,0,0,4,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,3,1,313,1,Yes
2512,Male,35,25 - 45,Caucasian,0,5,0,0,3,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,3,0,14,1,Yes
2513,Male,33,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,480,0,No
2514,Male,47,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1062,0,No
2515,Female,53,Greater than 45,Hispanic,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,951,0,No
2516,Male,31,25 - 45,Other,0,5,0,0,6,659.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,758,0,No
2517,Female,36,25 - 45,African-American,0,3,0,0,1,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,2,0,120,0,Yes
2518,Female,25,25 - 45,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,827,0,No
2519,Male,52,Greater than 45,Hispanic,0,6,0,0,10,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,149,564,0,No
2520,Male,23,Less than 25,Hispanic,0,7,0,0,3,292.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,8,0,249,1,Yes
2521,Male,34,25 - 45,African-American,0,3,0,0,7,110.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,820,0,No
2522,Male,45,Greater than 45,African-American,1,7,0,1,20,0.0,M,1,0,Risk of Recidivism,Medium,Risk of Violence,2,46,789,1,No
2523,Male,42,25 - 45,African-American,0,5,0,0,10,17.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,1,0,30,0,Yes
2524,Male,49,Greater than 45,African-American,0,4,0,0,4,26.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,99,0,No
2525,Male,40,25 - 45,Caucasian,0,8,0,0,0,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,10,29,79,1,Yes
2526,Male,23,Less than 25,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,1,30,0,No
2527,Male,31,25 - 45,Caucasian,0,5,0,0,3,0.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,801,0,No
2528,Female,28,25 - 45,African-American,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,834,0,No
2529,Male,45,Greater than 45,Caucasian,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,37,511,0,No
2530,Male,39,25 - 45,African-American,0,8,0,0,7,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,6,0,137,1,Yes
2531,Male,25,25 - 45,Caucasian,0,4,0,0,2,63.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,674,0,No
2532,Male,24,Less than 25,African-American,0,2,1,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,819,0,No
2533,Male,46,Greater than 45,Caucasian,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,434,0,No
2534,Male,47,Greater than 45,Caucasian,0,1,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1176,0,No
2535,Male,54,Greater than 45,Caucasian,0,4,0,0,2,101.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,3,0,66,0,Yes
2536,Female,34,25 - 45,Caucasian,0,2,0,0,0,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,955,0,No
2537,Male,27,25 - 45,Caucasian,0,6,0,0,1,150.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1172,0,No
2538,Male,34,25 - 45,Hispanic,0,2,0,0,3,6.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,139,0,No
2539,Male,32,25 - 45,African-American,0,5,0,0,1,115.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,247,0,No
2540,Male,29,25 - 45,African-American,0,6,0,0,0,0.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,1,1084,0,No
2541,Female,55,Greater than 45,African-American,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1078,0,No
2542,Male,26,25 - 45,African-American,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1133,0,No
2543,Male,24,Less than 25,African-American,0,7,0,0,1,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,811,0,No
2544,Male,29,25 - 45,Caucasian,0,2,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,1140,0,No
2545,Male,31,25 - 45,Other,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,981,0,No
2546,Male,26,25 - 45,Caucasian,1,6,0,0,2,1.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,8,0,958,1,No
2547,Male,54,Greater than 45,Caucasian,0,2,0,0,2,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,97,929,0,No
2548,Male,33,25 - 45,African-American,0,8,0,0,14,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,4,0,86,1,Yes
2549,Male,35,25 - 45,African-American,0,9,1,0,8,0.0,F,1,0,Risk of Recidivism,High,Risk of Violence,8,239,1112,1,No
2550,Male,25,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,737,0,No
2551,Male,25,25 - 45,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1150,0,No
2552,Male,53,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,4,879,0,No
2553,Male,41,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,880,0,No
